Date,Net_Asset,Share_Issued,AHP,CAC_40,CAC40_Adjusted
8/26/22,53149.39,439.83,120.84,116.44,110.94
8/29/22,52904.19,439.83,120.28,115.48,110.22
8/30/22,52816.58,439.83,120.08,115.25,110.05
8/31/22,52686.23,439.83,119.79,113.68,108.86
9/1/22,52276.11,439.83,118.86,111.99,107.59
9/2/22,52836.11,439.83,120.13,114.46,109.53
9/5/22,52823.86,439.83,120.10,113.08,108.45
9/6/22,52527.76,439.83,119.43,113.29,108.62
9/7/22,52411.84,439.83,119.16,113.32,108.64
9/8/22,52459.33,439.83,119.27,113.69,108.94
9/9/22,52928.48,439.83,120.34,115.29,110.25
9/12/22,53780.81,439.83,122.28,117.54,112.15
9/13/22,53431.03,439.83,121.48,115.91,110.78
9/14/22,53015.71,439.83,120.54,115.48,110.41
9/15/22,52844.00,439.83,120.15,114.28,109.40
9/16/22,52385.48,439.83,119.10,112.79,108.14
9/19/22,52098.63,439.83,118.45,112.50,107.90
9/20/22,51728.86,439.83,117.61,110.97,106.61
9/21/22,51638.84,439.83,117.41,111.93,107.42
9/22/22,50964.79,439.83,115.87,109.84,105.66
9/23/22,50283.01,439.83,114.32,107.33,103.55
9/26/22,49822.68,439.83,113.28,107.07,103.33
9/27/22,50683.28,450.44,112.52,106.78,103.09
9/28/22,50646.60,450.44,112.44,106.99,103.27
9/29/22,49588.80,450.44,110.09,105.36,101.90
9/30/22,49720.83,450.44,110.38,106.94,103.23
10/3/22,50064.31,450.44,111.14,107.53,103.72
10/4/22,51269.69,450.44,113.82,112.09,107.55
10/5/22,51171.77,450.44,113.60,111.08,106.71
10/6/22,50992.20,450.44,113.20,110.17,105.95
10/7/22,50610.49,450.44,112.36,108.88,104.87
10/10/22,50549.49,450.44,112.22,108.39,104.46
10/11/22,50559.78,450.44,112.24,108.26,104.35
10/12/22,50216.17,450.44,111.48,107.98,104.13
10/13/22,50148.96,450.44,111.33,109.11,105.07
10/14/22,50703.66,446.92,113.45,110.09,105.89
10/17/22,51374.09,446.92,114.95,112.11,107.58
10/18/22,51324.39,444.34,115.51,112.60,107.99
10/19/22,51460.13,444.34,115.81,112.11,107.58
10/20/22,51554.18,444.34,116.02,112.97,108.30
10/21/22,51410.40,444.34,115.70,112.01,107.50
10/24/22,51791.49,444.34,116.56,113.79,109.00
10/25/22,52521.82,444.34,118.20,116.00,110.86
10/26/22,53310.06,448.83,118.78,116.48,111.27
10/27/22,53330.95,448.83,118.82,115.88,110.76
10/28/22,53536.58,448.83,119.28,116.42,111.22
10/31/22,53692.16,448.83,119.63,116.30,111.12
11/1/22,54067.18,448.83,120.46,117.45,112.11
11/2/22,53944.53,448.83,120.19,116.49,111.28
11/3/22,53290.64,448.83,118.73,115.87,110.73
11/4/22,54138.13,448.83,120.62,119.08,113.59
11/7/22,54718.63,448.83,121.91,119.09,113.59
11/8/22,54677.65,448.83,121.82,119.55,114.01
11/9/22,54495.69,448.83,121.42,119.34,113.82
11/10/22,55139.31,448.83,122.85,121.69,115.95
11/11/22,55509.73,448.83,123.68,122.39,116.59
11/14/22,55861.93,448.83,124.46,122.66,116.83
11/15/22,56178.86,448.83,125.17,123.26,117.38
11/16/22,55749.79,448.83,124.21,122.62,116.80
11/17/22,55219.51,448.83,123.03,122.05,116.27
11/18/22,56819.85,448.83,126.59,123.31,117.38
11/21/22,55433.52,448.83,123.51,123.13,117.22
11/22/22,55620.57,448.83,123.92,123.56,117.59
11/23/22,55793.56,448.83,124.31,123.96,117.94
11/24/22,56192.06,448.83,125.20,124.48,118.40
11/25/22,57878.28,460.53,125.68,124.58,118.48
11/28/22,57468.29,460.53,124.79,123.70,117.74
11/29/22,57392.01,460.53,124.62,123.77,117.80
11/30/22,57590.38,460.53,125.05,125.06,118.89
12/1/22,57965.69,460.53,125.87,125.35,119.14
12/2/22,57823.21,460.53,125.56,125.13,118.95
12/5/22,57793.49,460.53,125.49,124.29,118.24
12/6/22,57455.79,460.53,124.76,124.12,118.09
12/7/22,57074.77,460.53,123.93,123.61,117.67
12/8/22,57121.22,460.53,124.03,123.37,117.46
12/9/22,57307.97,460.53,124.44,123.93,117.93
12/12/22,57028.48,460.53,123.83,123.43,117.51
12/13/22,57540.65,460.53,124.94,125.18,119.00
12/14/22,57724.91,460.53,125.34,124.92,118.77
12/15/22,56420.78,460.53,122.51,121.06,115.51
12/16/22,56023.16,460.53,121.65,119.75,114.41
12/19/22,56122.38,460.53,121.86,120.14,114.73
12/20/22,55935.75,460.53,121.46,119.71,114.37
12/21/22,56890.69,460.53,123.53,122.12,116.42
12/22/22,56697.84,460.53,123.11,120.97,115.44
12/23/22,56738.10,460.53,123.20,120.72,115.23
12/27/22,56941.32,460.53,123.64,121.57,115.96
12/28/22,56846.70,460.53,123.44,120.83,115.32
12/29/22,57207.46,460.53,124.22,122.00,116.33
12/30/22,56870.27,460.53,123.49,120.15,114.74
1/2/23,57719.99,460.53,125.33,122.39,116.67
1/3/23,58380.76,464.51,125.68,122.93,117.13
1/4/23,59061.76,464.51,127.15,125.76,119.54
1/5/23,59262.94,464.51,127.58,125.49,119.30
1/6/23,59887.02,464.51,128.93,127.33,120.87
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
